country,indicator,date,value_ICU,daily_vaccinations
Bulgaria,Daily ICU occupancy,23/05/2021,485,20563
Bulgaria,Daily ICU occupancy,30/05/2021,383,13224
Bulgaria,Daily ICU occupancy,6/06/2021,322,15857
Bulgaria,Daily ICU occupancy,13/06/2021,267,16110
Bulgaria,Daily ICU occupancy,20/06/2021,241,11879
Bulgaria,Daily ICU occupancy,27/06/2021,196,9634
Bulgaria,Daily ICU occupancy,4/07/2021,179,9064
Bulgaria,Daily ICU occupancy,11/07/2021,111,8789
Bulgaria,Daily ICU occupancy,18/07/2021,94,8505
Bulgaria,Daily ICU occupancy,25/07/2021,82,8521
Bulgaria,Daily ICU occupancy,1/08/2021,77,8363
Bulgaria,Daily ICU occupancy,8/08/2021,86,9047
Bulgaria,Daily ICU occupancy,15/08/2021,101,8742
Bulgaria,Daily ICU occupancy,22/08/2021,160,9160
Cyprus,Daily ICU occupancy,6/01/2021,31,0
Cyprus,Daily ICU occupancy,7/01/2021,32,534
Cyprus,Daily ICU occupancy,8/01/2021,34,534
Cyprus,Daily ICU occupancy,9/01/2021,35,534
Cyprus,Daily ICU occupancy,10/01/2021,36,534
Cyprus,Daily ICU occupancy,11/01/2021,35,566
Cyprus,Daily ICU occupancy,12/01/2021,38,588
Cyprus,Daily ICU occupancy,13/01/2021,36,604
Cyprus,Daily ICU occupancy,14/01/2021,37,628
Cyprus,Daily ICU occupancy,15/01/2021,36,651
Cyprus,Daily ICU occupancy,16/01/2021,37,675
Cyprus,Daily ICU occupancy,17/01/2021,39,752
Cyprus,Daily ICU occupancy,18/01/2021,38,806
Cyprus,Daily ICU occupancy,19/01/2021,38,859
Cyprus,Daily ICU occupancy,20/01/2021,37,913
Cyprus,Daily ICU occupancy,21/01/2021,37,966
Cyprus,Daily ICU occupancy,22/01/2021,35,1020
Cyprus,Daily ICU occupancy,23/01/2021,35,1073
Cyprus,Daily ICU occupancy,24/01/2021,35,1079
Cyprus,Daily ICU occupancy,25/01/2021,36,1084
Cyprus,Daily ICU occupancy,26/01/2021,35,1090
Cyprus,Daily ICU occupancy,27/01/2021,36,1095
Cyprus,Daily ICU occupancy,28/01/2021,35,1101
Cyprus,Daily ICU occupancy,29/01/2021,35,1106
Cyprus,Daily ICU occupancy,30/01/2021,35,1111
Cyprus,Daily ICU occupancy,31/01/2021,32,1102
Cyprus,Daily ICU occupancy,1/02/2021,30,1093
Cyprus,Daily ICU occupancy,2/02/2021,28,1083
Cyprus,Daily ICU occupancy,3/02/2021,27,1074
Cyprus,Daily ICU occupancy,4/02/2021,22,1064
Cyprus,Daily ICU occupancy,5/02/2021,23,1055
Cyprus,Daily ICU occupancy,6/02/2021,23,1045
Cyprus,Daily ICU occupancy,7/02/2021,24,1133
Cyprus,Daily ICU occupancy,8/02/2021,24,1220
Cyprus,Daily ICU occupancy,9/02/2021,23,1307
Cyprus,Daily ICU occupancy,10/02/2021,21,1394
Cyprus,Daily ICU occupancy,11/02/2021,24,1482
Cyprus,Daily ICU occupancy,12/02/2021,22,1569
Cyprus,Daily ICU occupancy,13/02/2021,22,1656
Cyprus,Daily ICU occupancy,14/02/2021,21,1672
Cyprus,Daily ICU occupancy,15/02/2021,20,1687
Cyprus,Daily ICU occupancy,16/02/2021,15,1703
Cyprus,Daily ICU occupancy,17/02/2021,15,1719
Cyprus,Daily ICU occupancy,18/02/2021,16,1735
Cyprus,Daily ICU occupancy,19/02/2021,17,1750
Cyprus,Daily ICU occupancy,20/02/2021,15,1766
Cyprus,Daily ICU occupancy,21/02/2021,17,1884
Cyprus,Daily ICU occupancy,22/02/2021,18,2002
Cyprus,Daily ICU occupancy,23/02/2021,16,2119
Cyprus,Daily ICU occupancy,24/02/2021,16,2420
Cyprus,Daily ICU occupancy,25/02/2021,13,2721
Cyprus,Daily ICU occupancy,26/02/2021,13,3022
Cyprus,Daily ICU occupancy,27/02/2021,12,3136
Cyprus,Daily ICU occupancy,28/02/2021,14,3133
Cyprus,Daily ICU occupancy,1/03/2021,14,3129
Cyprus,Daily ICU occupancy,2/03/2021,12,3126
Cyprus,Daily ICU occupancy,3/03/2021,13,2939
Cyprus,Daily ICU occupancy,4/03/2021,13,2753
Cyprus,Daily ICU occupancy,5/03/2021,14,2567
Cyprus,Daily ICU occupancy,6/03/2021,14,2567
Cyprus,Daily ICU occupancy,7/03/2021,14,2567
Cyprus,Daily ICU occupancy,8/03/2021,15,2531
Cyprus,Daily ICU occupancy,9/03/2021,19,2496
Cyprus,Daily ICU occupancy,10/03/2021,18,2461
Cyprus,Daily ICU occupancy,11/03/2021,20,2426
Cyprus,Daily ICU occupancy,12/03/2021,23,2391
Cyprus,Daily ICU occupancy,13/03/2021,21,2355
Cyprus,Daily ICU occupancy,14/03/2021,24,2320
Cyprus,Daily ICU occupancy,15/03/2021,24,2320
Cyprus,Daily ICU occupancy,16/03/2021,23,2320
Cyprus,Daily ICU occupancy,17/03/2021,25,2320
Cyprus,Daily ICU occupancy,18/03/2021,23,2320
Cyprus,Daily ICU occupancy,19/03/2021,21,2320
Cyprus,Daily ICU occupancy,20/03/2021,23,2320
Cyprus,Daily ICU occupancy,21/03/2021,22,2316
Cyprus,Daily ICU occupancy,22/03/2021,25,2312
Cyprus,Daily ICU occupancy,23/03/2021,28,2308
Cyprus,Daily ICU occupancy,24/03/2021,27,2304
Cyprus,Daily ICU occupancy,25/03/2021,29,2300
Cyprus,Daily ICU occupancy,26/03/2021,31,2296
Cyprus,Daily ICU occupancy,27/03/2021,30,2292
Cyprus,Daily ICU occupancy,28/03/2021,30,2292
Cyprus,Daily ICU occupancy,29/03/2021,27,2292
Cyprus,Daily ICU occupancy,30/03/2021,25,2292
Cyprus,Daily ICU occupancy,31/03/2021,26,2292
Cyprus,Daily ICU occupancy,1/04/2021,27,2292
Cyprus,Daily ICU occupancy,2/04/2021,26,2292
Cyprus,Daily ICU occupancy,3/04/2021,26,2292
Cyprus,Daily ICU occupancy,4/04/2021,28,2432
Cyprus,Daily ICU occupancy,5/04/2021,28,2573
Cyprus,Daily ICU occupancy,6/04/2021,28,2713
Cyprus,Daily ICU occupancy,7/04/2021,26,2854
Cyprus,Daily ICU occupancy,8/04/2021,31,3140
Cyprus,Daily ICU occupancy,9/04/2021,31,3427
Cyprus,Daily ICU occupancy,10/04/2021,32,3492
Cyprus,Daily ICU occupancy,11/04/2021,33,3416
Cyprus,Daily ICU occupancy,12/04/2021,33,3341
Cyprus,Daily ICU occupancy,13/04/2021,38,3265
Cyprus,Daily ICU occupancy,14/04/2021,37,3189
Cyprus,Daily ICU occupancy,15/04/2021,39,2967
Cyprus,Daily ICU occupancy,16/04/2021,37,2745
Cyprus,Daily ICU occupancy,17/04/2021,37,2936
Cyprus,Daily ICU occupancy,18/04/2021,36,3126
Cyprus,Daily ICU occupancy,19/04/2021,35,3316
Cyprus,Daily ICU occupancy,20/04/2021,37,3635
Cyprus,Daily ICU occupancy,21/04/2021,39,3914
Cyprus,Daily ICU occupancy,22/04/2021,38,4373
Cyprus,Daily ICU occupancy,23/04/2021,36,4832
Cyprus,Daily ICU occupancy,24/04/2021,36,5170
Cyprus,Daily ICU occupancy,25/04/2021,38,5508
Cyprus,Daily ICU occupancy,26/04/2021,39,5846
Cyprus,Daily ICU occupancy,27/04/2021,38,6055
Cyprus,Daily ICU occupancy,28/04/2021,39,6305
Cyprus,Daily ICU occupancy,29/04/2021,39,6374
Cyprus,Daily ICU occupancy,30/04/2021,36,6444
Cyprus,Daily ICU occupancy,1/05/2021,37,6444
Cyprus,Daily ICU occupancy,2/05/2021,37,6798
Cyprus,Daily ICU occupancy,3/05/2021,33,7152
Cyprus,Daily ICU occupancy,4/05/2021,32,7506
Cyprus,Daily ICU occupancy,5/05/2021,32,7860
Cyprus,Daily ICU occupancy,6/05/2021,33,8214
Cyprus,Daily ICU occupancy,7/05/2021,32,8686
Cyprus,Daily ICU occupancy,8/05/2021,34,9159
Cyprus,Daily ICU occupancy,9/05/2021,35,9277
Cyprus,Daily ICU occupancy,10/05/2021,34,9396
Cyprus,Daily ICU occupancy,11/05/2021,36,10008
Cyprus,Daily ICU occupancy,12/05/2021,35,10929
Cyprus,Daily ICU occupancy,13/05/2021,34,11403
Cyprus,Daily ICU occupancy,14/05/2021,28,11759
Cyprus,Daily ICU occupancy,15/05/2021,31,11085
Cyprus,Daily ICU occupancy,16/05/2021,31,10410
Cyprus,Daily ICU occupancy,17/05/2021,32,11043
Cyprus,Daily ICU occupancy,18/05/2021,33,11037
Cyprus,Daily ICU occupancy,19/05/2021,33,10859
Cyprus,Daily ICU occupancy,20/05/2021,31,11110
Cyprus,Daily ICU occupancy,21/05/2021,32,11360
Cyprus,Daily ICU occupancy,22/05/2021,30,11937
Cyprus,Daily ICU occupancy,23/05/2021,30,12513
Cyprus,Daily ICU occupancy,24/05/2021,32,12078
Cyprus,Daily ICU occupancy,25/05/2021,29,12153
Cyprus,Daily ICU occupancy,26/05/2021,27,12092
Cyprus,Daily ICU occupancy,27/05/2021,24,11773
Cyprus,Daily ICU occupancy,28/05/2021,23,10892
Cyprus,Daily ICU occupancy,29/05/2021,23,10715
Cyprus,Daily ICU occupancy,30/05/2021,23,10537
Cyprus,Daily ICU occupancy,31/05/2021,22,10329
Cyprus,Daily ICU occupancy,1/06/2021,19,9756
Cyprus,Daily ICU occupancy,2/06/2021,16,8806
Cyprus,Daily ICU occupancy,3/06/2021,15,8573
Cyprus,Daily ICU occupancy,4/06/2021,13,8244
Cyprus,Daily ICU occupancy,5/06/2021,12,7915
Cyprus,Daily ICU occupancy,6/06/2021,13,7586
Cyprus,Daily ICU occupancy,7/06/2021,12,7044
Cyprus,Daily ICU occupancy,8/06/2021,11,6686
Cyprus,Daily ICU occupancy,9/06/2021,10,7257
Cyprus,Daily ICU occupancy,10/06/2021,11,6969
Cyprus,Daily ICU occupancy,11/06/2021,9,7402
Cyprus,Daily ICU occupancy,12/06/2021,8,8270
Cyprus,Daily ICU occupancy,13/06/2021,8,8310
Cyprus,Daily ICU occupancy,14/06/2021,8,8297
Cyprus,Daily ICU occupancy,15/06/2021,8,8102
Cyprus,Daily ICU occupancy,16/06/2021,8,7908
Cyprus,Daily ICU occupancy,17/06/2021,9,8307
Cyprus,Daily ICU occupancy,18/06/2021,11,8066
Cyprus,Daily ICU occupancy,19/06/2021,10,7391
Cyprus,Daily ICU occupancy,20/06/2021,10,7104
Cyprus,Daily ICU occupancy,21/06/2021,11,6817
Cyprus,Daily ICU occupancy,22/06/2021,11,6529
Cyprus,Daily ICU occupancy,23/06/2021,11,5688
Cyprus,Daily ICU occupancy,24/06/2021,11,5510
Cyprus,Daily ICU occupancy,25/06/2021,11,5274
Cyprus,Daily ICU occupancy,26/06/2021,11,5037
Cyprus,Daily ICU occupancy,27/06/2021,10,5241
Cyprus,Daily ICU occupancy,28/06/2021,9,5444
Cyprus,Daily ICU occupancy,29/06/2021,9,5648
Cyprus,Daily ICU occupancy,30/06/2021,9,5852
Cyprus,Daily ICU occupancy,1/07/2021,9,5939
Cyprus,Daily ICU occupancy,2/07/2021,10,6661
Cyprus,Daily ICU occupancy,3/07/2021,10,6804
Cyprus,Daily ICU occupancy,4/07/2021,13,7003
Cyprus,Daily ICU occupancy,5/07/2021,13,7201
Cyprus,Daily ICU occupancy,6/07/2021,12,7562
Cyprus,Daily ICU occupancy,7/07/2021,12,8265
Cyprus,Daily ICU occupancy,8/07/2021,11,8107
Cyprus,Daily ICU occupancy,9/07/2021,13,7726
Cyprus,Daily ICU occupancy,10/07/2021,14,7302
Cyprus,Daily ICU occupancy,11/07/2021,14,7088
Cyprus,Daily ICU occupancy,12/07/2021,17,6874
Cyprus,Daily ICU occupancy,13/07/2021,19,6699
Cyprus,Daily ICU occupancy,14/07/2021,18,6183
Cyprus,Daily ICU occupancy,15/07/2021,19,5795
Cyprus,Daily ICU occupancy,16/07/2021,19,5326
Cyprus,Daily ICU occupancy,17/07/2021,20,5480
Cyprus,Daily ICU occupancy,18/07/2021,21,5368
Cyprus,Daily ICU occupancy,19/07/2021,22,5255
Cyprus,Daily ICU occupancy,20/07/2021,23,5365
Cyprus,Daily ICU occupancy,21/07/2021,26,5099
Cyprus,Daily ICU occupancy,22/07/2021,29,4880
Cyprus,Daily ICU occupancy,23/07/2021,29,4821
Cyprus,Daily ICU occupancy,24/07/2021,31,4761
Cyprus,Daily ICU occupancy,25/07/2021,34,4239
Cyprus,Daily ICU occupancy,26/07/2021,33,4380
Cyprus,Daily ICU occupancy,27/07/2021,38,4097
Cyprus,Daily ICU occupancy,28/07/2021,42,4119
Cyprus,Daily ICU occupancy,29/07/2021,41,4203
Cyprus,Daily ICU occupancy,30/07/2021,38,4145
Cyprus,Daily ICU occupancy,31/07/2021,41,4086
Cyprus,Daily ICU occupancy,1/08/2021,45,4490
Cyprus,Daily ICU occupancy,2/08/2021,43,4231
Cyprus,Daily ICU occupancy,3/08/2021,49,4424
Cyprus,Daily ICU occupancy,4/08/2021,49,4664
Cyprus,Daily ICU occupancy,5/08/2021,50,4821
Cyprus,Daily ICU occupancy,6/08/2021,51,4840
Cyprus,Daily ICU occupancy,7/08/2021,52,4858
Cyprus,Daily ICU occupancy,8/08/2021,57,4807
Cyprus,Daily ICU occupancy,9/08/2021,52,4756
Cyprus,Daily ICU occupancy,10/08/2021,52,4454
Cyprus,Daily ICU occupancy,11/08/2021,55,4158
Cyprus,Daily ICU occupancy,12/08/2021,55,3823
Cyprus,Daily ICU occupancy,13/08/2021,52,4219
Cyprus,Daily ICU occupancy,14/08/2021,51,3899
Cyprus,Daily ICU occupancy,15/08/2021,49,3649
Cyprus,Daily ICU occupancy,16/08/2021,47,3399
Cyprus,Daily ICU occupancy,17/08/2021,52,3409
Cyprus,Daily ICU occupancy,18/08/2021,52,3431
Cyprus,Daily ICU occupancy,19/08/2021,50,3415
Cyprus,Daily ICU occupancy,20/08/2021,49,3093
Cyprus,Daily ICU occupancy,21/08/2021,43,2918
Cyprus,Daily ICU occupancy,22/08/2021,44,3174
Cyprus,Daily ICU occupancy,23/08/2021,44,3430
Cyprus,Daily ICU occupancy,24/08/2021,42,3225
Cyprus,Daily ICU occupancy,25/08/2021,41,3022
Cyprus,Daily ICU occupancy,26/08/2021,38,2885
Czechia,Daily ICU occupancy,27/12/2020,733,0
Czechia,Daily ICU occupancy,28/12/2020,784,2299
Czechia,Daily ICU occupancy,29/12/2020,847,2878
Czechia,Daily ICU occupancy,30/12/2020,864,3083
Czechia,Daily ICU occupancy,31/12/2020,880,2638
Czechia,Daily ICU occupancy,1/01/2021,894,2164
Czechia,Daily ICU occupancy,2/01/2021,899,2015
Czechia,Daily ICU occupancy,3/01/2021,937,1859
Czechia,Daily ICU occupancy,4/01/2021,999,2044
Czechia,Daily ICU occupancy,5/01/2021,1049,2193
Czechia,Daily ICU occupancy,6/01/2021,1090,2528
Czechia,Daily ICU occupancy,7/01/2021,1129,3479
Czechia,Daily ICU occupancy,8/01/2021,1127,4865
Czechia,Daily ICU occupancy,9/01/2021,1095,4971
Czechia,Daily ICU occupancy,10/01/2021,1122,5091
Czechia,Daily ICU occupancy,11/01/2021,1171,5980
Czechia,Daily ICU occupancy,12/01/2021,1158,7252
Czechia,Daily ICU occupancy,13/01/2021,1147,8346
Czechia,Daily ICU occupancy,14/01/2021,1151,9379
Czechia,Daily ICU occupancy,15/01/2021,1150,9949
Czechia,Daily ICU occupancy,16/01/2021,1142,10143
Czechia,Daily ICU occupancy,17/01/2021,1126,10355
Czechia,Daily ICU occupancy,18/01/2021,1133,10994
Czechia,Daily ICU occupancy,19/01/2021,1108,11260
Czechia,Daily ICU occupancy,20/01/2021,1100,11656
Czechia,Daily ICU occupancy,21/01/2021,1074,11961
Czechia,Daily ICU occupancy,22/01/2021,1099,12232
Czechia,Daily ICU occupancy,23/01/2021,1074,12344
Czechia,Daily ICU occupancy,24/01/2021,1064,12326
Czechia,Daily ICU occupancy,25/01/2021,1043,12082
Czechia,Daily ICU occupancy,26/01/2021,1042,11971
Czechia,Daily ICU occupancy,27/01/2021,1008,11577
Czechia,Daily ICU occupancy,28/01/2021,1004,10983
Czechia,Daily ICU occupancy,29/01/2021,979,10726
Czechia,Daily ICU occupancy,30/01/2021,960,10391
Czechia,Daily ICU occupancy,31/01/2021,969,10215
Czechia,Daily ICU occupancy,1/02/2021,1022,10115
Czechia,Daily ICU occupancy,2/02/2021,1033,10094
Czechia,Daily ICU occupancy,3/02/2021,1016,10359
Czechia,Daily ICU occupancy,4/02/2021,1031,11027
Czechia,Daily ICU occupancy,5/02/2021,1043,11316
Czechia,Daily ICU occupancy,6/02/2021,1042,11511
Czechia,Daily ICU occupancy,7/02/2021,1053,11718
Czechia,Daily ICU occupancy,8/02/2021,1089,12224
Czechia,Daily ICU occupancy,9/02/2021,1092,12602
Czechia,Daily ICU occupancy,10/02/2021,1093,13074
Czechia,Daily ICU occupancy,11/02/2021,1109,13733
Czechia,Daily ICU occupancy,12/02/2021,1102,14492
Czechia,Daily ICU occupancy,13/02/2021,1102,14689
Czechia,Daily ICU occupancy,14/02/2021,1146,14550
Czechia,Daily ICU occupancy,15/02/2021,1197,14592
Czechia,Daily ICU occupancy,16/02/2021,1232,14701
Czechia,Daily ICU occupancy,17/02/2021,1276,14596
Czechia,Daily ICU occupancy,18/02/2021,1290,14291
Czechia,Daily ICU occupancy,19/02/2021,1301,13968
Czechia,Daily ICU occupancy,20/02/2021,1296,13766
Czechia,Daily ICU occupancy,21/02/2021,1313,13731
Czechia,Daily ICU occupancy,22/02/2021,1396,13786
Czechia,Daily ICU occupancy,23/02/2021,1434,14087
Czechia,Daily ICU occupancy,24/02/2021,1464,14358
Czechia,Daily ICU occupancy,25/02/2021,1559,14809
Czechia,Daily ICU occupancy,26/02/2021,1532,15139
Czechia,Daily ICU occupancy,27/02/2021,1548,15197
Czechia,Daily ICU occupancy,28/02/2021,1581,15307
Czechia,Daily ICU occupancy,1/03/2021,1666,16281
Czechia,Daily ICU occupancy,2/03/2021,1721,17831
Czechia,Daily ICU occupancy,3/03/2021,1746,20032
Czechia,Daily ICU occupancy,4/03/2021,1779,22080
Czechia,Daily ICU occupancy,5/03/2021,1774,23887
Czechia,Daily ICU occupancy,6/03/2021,1771,25229
Czechia,Daily ICU occupancy,7/03/2021,1821,26563
Czechia,Daily ICU occupancy,8/03/2021,1903,28207
Czechia,Daily ICU occupancy,9/03/2021,1934,29897
Czechia,Daily ICU occupancy,10/03/2021,1981,31729
Czechia,Daily ICU occupancy,11/03/2021,1993,33902
Czechia,Daily ICU occupancy,12/03/2021,2000,35755
Czechia,Daily ICU occupancy,13/03/2021,1975,36524
Czechia,Daily ICU occupancy,14/03/2021,2030,36663
Czechia,Daily ICU occupancy,15/03/2021,2054,37037
Czechia,Daily ICU occupancy,16/03/2021,2066,38005
Czechia,Daily ICU occupancy,17/03/2021,2038,37976
Czechia,Daily ICU occupancy,18/03/2021,2017,37577
Czechia,Daily ICU occupancy,19/03/2021,1995,37696
Czechia,Daily ICU occupancy,20/03/2021,1970,37522
Czechia,Daily ICU occupancy,21/03/2021,1965,36910
Czechia,Daily ICU occupancy,22/03/2021,1986,36884
Czechia,Daily ICU occupancy,23/03/2021,1911,35530
Czechia,Daily ICU occupancy,24/03/2021,1887,34759
Czechia,Daily ICU occupancy,25/03/2021,1875,33882
Czechia,Daily ICU occupancy,26/03/2021,1836,33064
Czechia,Daily ICU occupancy,27/03/2021,1805,32511
Czechia,Daily ICU occupancy,28/03/2021,1764,32616
Czechia,Daily ICU occupancy,29/03/2021,1771,33016
Czechia,Daily ICU occupancy,30/03/2021,1723,34001
Czechia,Daily ICU occupancy,31/03/2021,1615,35077
Czechia,Daily ICU occupancy,1/04/2021,1554,36987
Czechia,Daily ICU occupancy,2/04/2021,1440,33761
Czechia,Daily ICU occupancy,3/04/2021,1424,33939
Czechia,Daily ICU occupancy,4/04/2021,1406,34167
Czechia,Daily ICU occupancy,5/04/2021,1382,29859
Czechia,Daily ICU occupancy,6/04/2021,1422,29646
Czechia,Daily ICU occupancy,7/04/2021,1384,28992
Czechia,Daily ICU occupancy,8/04/2021,1310,30689
Czechia,Daily ICU occupancy,9/04/2021,1235,37776
Czechia,Daily ICU occupancy,10/04/2021,1192,40082
Czechia,Daily ICU occupancy,11/04/2021,1154,41291
Czechia,Daily ICU occupancy,12/04/2021,1148,48936
Czechia,Daily ICU occupancy,13/04/2021,1079,51329
Czechia,Daily ICU occupancy,14/04/2021,1045,54266
Czechia,Daily ICU occupancy,15/04/2021,984,54840
Czechia,Daily ICU occupancy,16/04/2021,941,54963
Czechia,Daily ICU occupancy,17/04/2021,911,54245
Czechia,Daily ICU occupancy,18/04/2021,890,53983
Czechia,Daily ICU occupancy,19/04/2021,900,53446
Czechia,Daily ICU occupancy,20/04/2021,858,52862
Czechia,Daily ICU occupancy,21/04/2021,857,52279
Czechia,Daily ICU occupancy,22/04/2021,798,52048
Czechia,Daily ICU occupancy,23/04/2021,760,50845
Czechia,Daily ICU occupancy,24/04/2021,732,50474
Czechia,Daily ICU occupancy,25/04/2021,720,50579
Czechia,Daily ICU occupancy,26/04/2021,693,50189
Czechia,Daily ICU occupancy,27/04/2021,664,50511
Czechia,Daily ICU occupancy,28/04/2021,610,51835
Czechia,Daily ICU occupancy,29/04/2021,564,52973
Czechia,Daily ICU occupancy,30/04/2021,514,54248
Czechia,Daily ICU occupancy,1/05/2021,494,54188
Czechia,Daily ICU occupancy,2/05/2021,486,54540
Czechia,Daily ICU occupancy,3/05/2021,492,56622
Czechia,Daily ICU occupancy,4/05/2021,482,58473
Czechia,Daily ICU occupancy,5/05/2021,432,59797
Czechia,Daily ICU occupancy,6/05/2021,397,61122
Czechia,Daily ICU occupancy,7/05/2021,382,63221
Czechia,Daily ICU occupancy,8/05/2021,367,64418
Czechia,Daily ICU occupancy,9/05/2021,370,65024
Czechia,Daily ICU occupancy,10/05/2021,366,66029
Czechia,Daily ICU occupancy,11/05/2021,347,67439
Czechia,Daily ICU occupancy,12/05/2021,328,68405
Czechia,Daily ICU occupancy,13/05/2021,317,68775
Czechia,Daily ICU occupancy,14/05/2021,289,68874
Czechia,Daily ICU occupancy,15/05/2021,262,69299
Czechia,Daily ICU occupancy,16/05/2021,256,69528
Czechia,Daily ICU occupancy,17/05/2021,238,69544
Czechia,Daily ICU occupancy,18/05/2021,223,69669
Czechia,Daily ICU occupancy,19/05/2021,214,70242
Czechia,Daily ICU occupancy,20/05/2021,187,71542
Czechia,Daily ICU occupancy,21/05/2021,175,72822
Czechia,Daily ICU occupancy,22/05/2021,166,74148
Czechia,Daily ICU occupancy,23/05/2021,158,74763
Czechia,Daily ICU occupancy,24/05/2021,157,74907
Czechia,Daily ICU occupancy,25/05/2021,136,75165
Czechia,Daily ICU occupancy,26/05/2021,129,76872
Czechia,Daily ICU occupancy,27/05/2021,121,77697
Czechia,Daily ICU occupancy,28/05/2021,100,79271
Czechia,Daily ICU occupancy,29/05/2021,98,79674
Czechia,Daily ICU occupancy,30/05/2021,92,80454
Czechia,Daily ICU occupancy,31/05/2021,99,83589
Czechia,Daily ICU occupancy,1/06/2021,83,86355
Czechia,Daily ICU occupancy,2/06/2021,77,87937
Czechia,Daily ICU occupancy,3/06/2021,73,89229
Czechia,Daily ICU occupancy,4/06/2021,62,90820
Czechia,Daily ICU occupancy,5/06/2021,52,91779
Czechia,Daily ICU occupancy,6/06/2021,52,92521
Czechia,Daily ICU occupancy,7/06/2021,45,94642
Czechia,Daily ICU occupancy,8/06/2021,43,96176
Czechia,Daily ICU occupancy,9/06/2021,39,96968
Czechia,Daily ICU occupancy,10/06/2021,36,97848
Czechia,Daily ICU occupancy,11/06/2021,22,98049
Czechia,Daily ICU occupancy,12/06/2021,25,98023
Czechia,Daily ICU occupancy,13/06/2021,23,98078
Czechia,Daily ICU occupancy,14/06/2021,26,97900
Czechia,Daily ICU occupancy,15/06/2021,19,97741
Czechia,Daily ICU occupancy,16/06/2021,15,97517
Czechia,Daily ICU occupancy,17/06/2021,17,97295
Czechia,Daily ICU occupancy,18/06/2021,18,97601
Czechia,Daily ICU occupancy,19/06/2021,13,97361
Czechia,Daily ICU occupancy,20/06/2021,12,97187
Czechia,Daily ICU occupancy,21/06/2021,13,96421
Czechia,Daily ICU occupancy,22/06/2021,14,96245
Czechia,Daily ICU occupancy,23/06/2021,11,95771
Czechia,Daily ICU occupancy,24/06/2021,13,95456
Czechia,Daily ICU occupancy,25/06/2021,10,94686
Czechia,Daily ICU occupancy,26/06/2021,10,94632
Czechia,Daily ICU occupancy,27/06/2021,8,94551
Czechia,Daily ICU occupancy,28/06/2021,9,94938
Czechia,Daily ICU occupancy,29/06/2021,11,95040
Czechia,Daily ICU occupancy,30/06/2021,10,95325
Czechia,Daily ICU occupancy,1/07/2021,8,94486
Czechia,Daily ICU occupancy,2/07/2021,6,93822
Czechia,Daily ICU occupancy,3/07/2021,5,92103
Czechia,Daily ICU occupancy,4/07/2021,4,90498
Czechia,Daily ICU occupancy,5/07/2021,4,79131
Czechia,Daily ICU occupancy,6/07/2021,4,67528
Czechia,Daily ICU occupancy,7/07/2021,3,65626
Czechia,Daily ICU occupancy,8/07/2021,4,63256
Czechia,Daily ICU occupancy,9/07/2021,4,61099
Czechia,Daily ICU occupancy,10/07/2021,3,61007
Czechia,Daily ICU occupancy,11/07/2021,2,61297
Czechia,Daily ICU occupancy,12/07/2021,3,70234
Czechia,Daily ICU occupancy,13/07/2021,3,78972
Czechia,Daily ICU occupancy,14/07/2021,5,77845
Czechia,Daily ICU occupancy,15/07/2021,6,77458
Czechia,Daily ICU occupancy,16/07/2021,7,77786
Czechia,Daily ICU occupancy,17/07/2021,6,78040
Czechia,Daily ICU occupancy,18/07/2021,7,78399
Czechia,Daily ICU occupancy,19/07/2021,6,77480
Czechia,Daily ICU occupancy,20/07/2021,6,76372
Czechia,Daily ICU occupancy,21/07/2021,5,74670
Czechia,Daily ICU occupancy,22/07/2021,6,72521
Czechia,Daily ICU occupancy,23/07/2021,5,69199
Czechia,Daily ICU occupancy,24/07/2021,4,68351
Czechia,Daily ICU occupancy,25/07/2021,4,67437
Czechia,Daily ICU occupancy,26/07/2021,6,64651
Czechia,Daily ICU occupancy,27/07/2021,7,61719
Czechia,Daily ICU occupancy,28/07/2021,7,58775
Czechia,Daily ICU occupancy,29/07/2021,9,56203
Czechia,Daily ICU occupancy,30/07/2021,11,54439
Czechia,Daily ICU occupancy,31/07/2021,12,53456
Czechia,Daily ICU occupancy,1/08/2021,11,52605
Czechia,Daily ICU occupancy,2/08/2021,13,50347
Czechia,Daily ICU occupancy,3/08/2021,12,48417
Czechia,Daily ICU occupancy,4/08/2021,12,46477
Czechia,Daily ICU occupancy,5/08/2021,12,45524
Czechia,Daily ICU occupancy,6/08/2021,12,44694
Czechia,Daily ICU occupancy,7/08/2021,11,44030
Czechia,Daily ICU occupancy,8/08/2021,14,43655
Czechia,Daily ICU occupancy,9/08/2021,16,43918
Czechia,Daily ICU occupancy,10/08/2021,17,43441
Czechia,Daily ICU occupancy,11/08/2021,20,43791
Czechia,Daily ICU occupancy,12/08/2021,18,42749
Czechia,Daily ICU occupancy,13/08/2021,16,41621
Czechia,Daily ICU occupancy,14/08/2021,17,40294
Czechia,Daily ICU occupancy,15/08/2021,17,39356
Czechia,Daily ICU occupancy,16/08/2021,18,37422
Czechia,Daily ICU occupancy,17/08/2021,18,35350
Czechia,Daily ICU occupancy,18/08/2021,16,34465
Czechia,Daily ICU occupancy,19/08/2021,18,34408
Czechia,Daily ICU occupancy,20/08/2021,14,34426
Czechia,Daily ICU occupancy,21/08/2021,12,34657
Czechia,Daily ICU occupancy,22/08/2021,12,34825
Czechia,Daily ICU occupancy,23/08/2021,12,35560
